"species"
"Rubus sellowii"
"Acaena fuscescens"
"Agrimonia villosa"
"Doliocarpus lombardii"
"Margyricarpus pinnatus"
"Calea mediterranea"
"Ipomoea squamosa"
"Ipomoea langsdorffii"
"Mimosa iperoensis"
"Aspidogyne mendoncae"
"Comanthera caespitosa"
"Comanthera centauroides"
"Comanthera cipoensis"
"Comanthera xeranthemoides"
"Ocellochloa latissima"
"Ocellochloa pulchella"
"Ocellochloa rudis"
"Ocellochloa stolonifera"
"Quaternella glabratoides"
"Dahlstedtia pentaphylla"
"Ouratea campos"
"Dyschoriste humilis"
"Heimia apetala"
"Hemarthria altissima"
"Glyceria multiflora"
"Senegalia rhytidocarpa"
"Annona acutiflora"
"Annona cacans"
"Mimosa chartostegia"
"Mimosa fonticola"
"Mimosa diffusa"
"Acianthera freyi"
"Annona glabra"
"Mikania nana"
"Piper duartei"
"Piper carautensei"
"Piper rio"
"Piper strictifolium"
"Stelis ciliaris"
"Adelobotrys atlantica"
"Pleiochiton blepharodes"
"Pleiochiton parasiticum"
"Gomesa jucunda"
"Ornithopus micranthus"
"Annona montana"
"Annona saffordiana"
"Annona salzmannii"
"Pavonia paucidentata"
"Anathallis laciniata"
"Anathallis lobiserrata"
"Anathallis tigridens"
"Anathallis petropolitana"
"Anathallis recurvipetala"
"Anathallis rubrolimbata"
"Anathallis vitorinoi"
"Anathallis muscoidea"
"Acianthera sulphurea"
"Spirabutilon citrinum"
"Dichorisandra paranaensis"
"Dichorisandra glabrescens"
"Handroanthus arianeae"
"Handroanthus botelhensis"
"Handroanthus bureavii"
"Handroanthus catarinensis"
"Handroanthus cristatus"
"Handroanthus riodocensis"
"Handroanthus selachidentatus"
"Handroanthus serratifolius"
"Handroanthus spongiosus"
"Anathallis colnagoi"
"Justicia sphaerosperma"
"Acianthera gracilis"
"Lepidium bonariense"
"Lepidium aletes"
"Anathallis marginata"
"Acianthera myrticola"
"Anathallis attenuata"
"Acianthera sulcata"
"Flaveria bidentis"
"Hymenoxys anthemoides"
"Pseudolaelia aromatica"
"Pseudolaelia ataleiensis"
"Marcgravia comosa"
"Souroubea guianensis"
"Souroubea platyadenia"
"Nymphaea prolifera"
"Anathallis caroli"
"Acianthera bibarbellata"
"Acianthera bidentata"
"Acianthera gouveiae"
"Specklinia hymenantha"
"Acianthera montana"
"Acianthera parva"
"Acianthera perdusenii"
"Acianthera subrotundifolia"
"Acianthera wawraeana"
"Neoregelia dayvidiana"
"Pitcairnia abyssicola"
"Aechmea lilacinantha"
"Aechmea aguadocensis"
"Hohenbergia mutabilis"
"Quesnelia conquistensis"
"Pitcairnia barbatostigma"
"Pitcairnia diversifolia"
"Pitcairnia glauca"
"Syagrus kellyana"
"Sudamerlycaste rossyi"
"Syagrus lorenzoniorum"
"Ocotea revolutifolia"
"Ocotea mandioccana"
"Schoenoplectus americanus"
"Priva bahiensis"
"Priva lappulacea"
"Wissadula caribea"
"Alcantarea longibracteata"
"Alcantarea martinellii"
"Alcantarea nigripetala"
"Alcantarea simplicisticha"
"Alcantarea trepida"
"Alcantarea vasconcelosiana"
"Colicodendron martianum"
"Mollinedia lowtheriana"
"Senegalia rostrata"
"Strychnos jacarepiensis"
"Aosa rupestris"
"Vigna trichocarpa"
"Aosa uleana"
"Aosa parviflora"
"Blumenbachia insignis"
"Utricularia cornigera"
"Utricularia cornuta"
"Ormosia limae"
"Celtis fluminensis"
"Anthurium tomasiae"
"Calyculogygas uruguayensis"
"Talipariti pernambucense"
"Butia catarinensis"
"Butia odorata"
"Butia pubispatha"
"Helicteres lhotzkyana"
"Myrsine leuconeura"
"Stylogyne carautae"
"Solanum capoerum"
"Sacoglottis mattogrossensis"
"Solanum schuechii"
"Vochysia elliptica"
"Diploon cuspidatum"
"Aristida laevis"
"Rubus schottii"
"Aechmea paratiensis"
"Aechmea rubroaristata"
"Tridens riograndensis"
"Aechmea guaratingensis"
"Cryptanthus capitellatus"
"Cryptanthus viridovinosus"
"Hohenbergia aechmeoides"
"Hohenbergia barbarespina"
"Hohenbergia reconcavensis"
"Nidularium alegrense"
"Pitcairnia capixaba"
"Tillandsia castelensis"
"Vriesea fontanae"
"Vriesea teresopolitana"
"Clidemia fluminensis"
"Anathallis bocainensis"
"Anathallis globifera"
"Glandularia lobata"
"Bredemeyera hebeclada"
"Ruellia jussieuoides"
"Wedelia kerrii"
"Lophogyne lacunosa"
"Anthurium teimosoanum"
"Anthurium polynervium"
"Stylogyne araujoana"
"Anthurium molle"
"Calea triantha"
"Symplocos pustulosa"
"Langsdorffia heterotepala"
"Oxypetalum karstenianum"
"Oxypetalum sylvestre"
"Bidens urophylla"
"Gomesa concolor"
"Gomesa dasytyle"
"Gomesa calimaniana"
"Gomesa ouricanensis"
"Gomesa ranifera"
"Agarista eucalyptoides"
"Gaylussacia montana"
"Machaerium debile"
"Baccharis sphagnophila"
"Baccharis scopulorum"
"Baccharis chionolaenoides"
"Gomesa albinoi"
"Gomesa amicta"
"Gomesa barbaceniae"
"Gomesa bifolia"
"Gomesa brieniana"
"Gomesa ciliata"
"Gomesa cogniauxiana"
"Gomesa colorata"
"Gomesa cornigera"
"Gomesa cuneata"
"Gomesa echinata"
"Gomesa flexuosa"
"Piper coccoloboides"
"Justicia parahyba"
"Miconia michelangeliana"
"Peperomia pilicaulis"
"Passovia pyrifolia"
"Gomesa gardneri"
"Gomesa gutfreundiana"
"Machaerium jobimianum"
"Gomesa imperatoris"
"Gomesa kautskyi"
"Gomesa leinigii"
"Gomesa lietzei"
"Gomesa majevskyae"
"Gomesa microphyta"
"Gomesa nitida"
"Gomesa pabstii"
"Gomesa paranensoides"
"Gomesa pectoralis"
"Gomesa pulchella"
"Gomesa radicans"
"Gomesa ramosa"
"Gomesa riograndensis"
"Gomesa sarcodes"
"Gomesa silvana"
"Gomesa uhlii"
"Gomesa uniflora"
"Gomesa varicosa"
"Gomesa venusta"
"Gomesa warmingii"
"Gomesa welteri"
"Gomesa widgrenii"
"Philodendron nadruzianum"
"Philodendron longilobatum"
"Philodendron bernardopazii"
"Philodendron ricardoi"
"Adesmia sessilifolia"
"Sinningia bullata"
"Sinningia gerdtiana"
"Sinningia globulosa"
"Sinningia helioana"
"Sinningia muscicola"
"Vachellia ibirocayensis"
"Sloanea petalata"
"Piper trichocarpon"
"Ruellia furcata"
"Mitracarpus diversifolius"
"Aechmea heterosepala"
"Neoregelia ilhana"
"Neoregelia paratiensis"
"Neoregelia viridolineata"
"Calea pilosa"
"Pavonia pilifera"
"Ocotea paranaensis"
"Ocotea venulosa"
"Ocotea paranapiacabensis"
"Ocotea inhauba"
"Ocotea virgultosa"
"Ocotea adamantina"
"Ocotea rohweri"
"Ocotea sperata"
"Ocotea thinicola"
"Soliva anthemifolia"
"Soliva sessilis"
"Ocotea pumila"
"Ocotea arenicola"
"Ocotea colophanthera"
"Ocotea leucophloea"
"Ocotea ramosissima"
"Aniba viridis"
"Lysimachia ovalis"
"Lysimachia arvensis"
"Lysimachia filiformis"
"Lysimachia minima"
"Lysimachia barbata"
"Passiflora silvestris"
"Passiflora mediterranea"
"Passiflora porophylla"
"Casearia espiritosantensis"
"Pavonia arechavaletana"
"Combretum formosum"
"Combretum paraguariense"
"Borreria schumannii"
"Coryanthes bueraremensis"
"Thysanoglossa spiritu"
"Centroglossa aurantiaca"
"Vicia hatschbachii"
"Chascolytrum ambiguum"
"Chascolytrum bidentatum"
"Chascolytrum brachychaetum"
"Chascolytrum brasilense"
"Chascolytrum calotheca"
"Chascolytrum itatiaiae"
"Chascolytrum juergensii"
"Chascolytrum lamarckianum"
"Chascolytrum latifolium"
"Chascolytrum monandrum"
"Chascolytrum poomorphum"
"Chascolytrum rufum"
"Chascolytrum scabrum"
"Chascolytrum subaristatum"
"Chascolytrum uniolae"
"Perezia squarrosa"
"Pamphalea heterophylla"
"Schizachyrium glaziovii"
"Stephostachys mertensii"
"Calea marginata"
"Calea ilienii"
"Calea monocephala"
"Desmodium album"
"Sida acrantha"
"Cordia pilosa"
"Atractantha shepherdiana"
"Thaumatocaryon dasyanthum"
"Thaumatocaryon tetraquetrum"
"Moritzia ciliata"
"Coleataenia prionitis"
"Aulonemia lanciflora"
"Desmodium subsecundum"
"Baccharis reticularioides"
"Baccharis itapirocensis"
"Neoregelia rothinessa"
"Aechmea maranguapensis"
"Bromelia unaensis"
"Orthophytum buranhense"
"Aechmea aiuruocensis"
"Aechmea limai"
"Aechmea recurvipetala"
"Hohenbergia loredanoana"
"Neoregelia dactyloflammans"
"Neoregelia retrorsa"
"Vriesea minutiflora"
"Vriesea nubicola"
"Vriesea pulchra"
"Vriesea santaleopoldinensis"
"Orthophytum guaratingense"
"Orthophytum pseudostoloniferum"
"Vriesea claudiana"
"Alcantarea cerosa"
"Tontelea passiflora"
"Calea angusta"
"Leandra triantha"
"Borreria spinosa"
"Mimosa candollei"
"Petunia axillaris"
"Cucumis dipsaceus"
"Sicydium gracile"
"Gurania ovata"
"Wilbrandia longisepala"
"Bougainvillea fasciculata"
"Macroditassa mantiqueirae"
"Gurania paulista"
"Gurania cogniauxiana"
"Zephyranthes fluvialis"
"Begonia goldingiana"
"Begonia mysteriosa"
"Croton tenuicaulis"
"Croton hircinus"
"Grindelia gaucha"
"Aldama aspilioides"
"Aldama bakeriana"
"Aldama discolor"
"Aldama meridionalis"
"Aldama nudibasilaris"
"Aldama pilosa"
"Aldama robusta"
"Aldama anchusifolia"
"Baccharis hemiptera"
"Pouteria atlantica"
"Pouteria trifida"
"Eriochrysis villosa"
"Lysimachia tenella"
"Aristolochia gracilipedunculata"
"Anthurium queirozianum"
"Philodendron follii"
"Philodendron ruthianum"
"Microstachys glandulosa"
"Henriettea glabra"
"Strychnos dantaensis"
"Lippia pubescens"
"Ipomoea acanthocarpa"
"Dichorisandra subtilis"
"Dichorisandra variegata"
"Dichorisandra jardimii"
"Dichorisandra ordinatiflora"
"Dichorisandra conglomerata"
"Dichorisandra leonii"
"Dichorisandra rupicola"
"Dichorisandra velutina"
"Dichorisandra nutabilis"
"Baccharis umbellata"
"Urtica spathulata"
"Jacquemontia euricola"
"Pilea astrogramma"
"Evolvulus ericifolius"
"Caamembeca grandifolia"
"Caamembeca warmingiana"
"Caamembeca spectabilis"
"Caamembeca oxyphylla"
"Caamembeca martinelli"
"Caamembeca insignis"
"Hysterionica matzenbacheri"
"Hysterionica nidorelloides"
"Mimosa bifurca"
"Mimosa bracteolaris"
"Baccharis campos"
"Baccharis imbricata"
"Eleocharis atrobrunnea"
"Eleocharis parvispicula"
"Eleocharis pauciglumis"
"Eleocharis ramboana"
"Dorstenia stellaris"
"Leptostelma catharinense"
"Exostigma notobellidiastrum"
"Exostigma rivulare"
"Tradescantia cerinthoides"
"Tradescantia crassula"
"Tradescantia cymbispatha"
"Tradescantia fluminensis"
"Tradescantia umbraculifera"
"Tradescantia zanonia"
"Eugenia culta"
"Eugenia serraegrandis"
"Eugenia unana"
"Myrcia clavata"
"Myrcia lascada"
"Myrcia teimosa"
"Myrcia truncata"
"Myrcianthes riparia"
"Myrciaria alagoana"
"Campomanesia blanchetiana"
"Eugenia neogracilis"
"Myrceugenia hamoniana"
"Myrcia abrantea"
"Myrcia cerqueiria"
"Myrcia neocambessedeana"
"Myrcia neospruceana"
"Myrcia neoblanchetiana"
"Myrcia rosangelae"
"Myrcia santateresana"
"Myrcia tumida"
"Eugenia crassa"
"Siphoneugena crassifolia"
"Neomitranthes pereireana"
"Neomitranthes regeliana"
"Neomitranthes stictophylla"
"Eugenia goiapabana"
"Myrcia concisa"
"Myrcia curtipendula"
"Myrcia aurea"
"Myrcia teresensis"
"Eugenia azeda"
"Eugenia valsuganana"
"Myrcia crassa"
"Myrcia floridissima"
"Myrcia pendula"
"Myrcia pseudomarlierea"
"Myrcia pseudospectabilis"
"Myrcia tetraphylla"
"Myrcia carvalhoi"
"Myrcia grazielae"
"Mimosa tucumensis"
"Chionolaena adpressifolia"
"Chionolaena juniperina"
"Dorstenia romaniucii"
"Anthurium hatschbachii"
"Rhodospatha arborescens"
"Oxalis colatinensis"
"Oxalis kollmannii"
"Chromolucuma apiculata"
"Pradosia longipedicellata"
"Pabstiella colorata"
"Pabstiella imbeana"
"Pabstiella leucosepala"
"Pabstiella pandurifera"
"Pabstiella seriata"
"Pabstiella viridula"
"Pabstiella wanderbildtiana"
"Pabstiella armeniaca"
"Pabstiella castellensis"
"Pabstiella granulosa"
"Pabstiella hians"
"Pabstiella henrique"
"Pabstiella mentigera"
"Pabstiella pterophora"
"Pabstiella sordida"
"Oenothera glazioviana"
"Pabstiella ramphastorhyncha"
"Asemeia violacea"
"Asemeia acuminata"
"Asemeia monninoides"
"Asemeia martiana"
"Asemeia ovata"
"Asemeia extraaxillaris"
"Asemeia ilheotica"
"Vriesea rubens"
"Myrcia hirtiflora"
"Eugenia tumescens"
"Peplonia adnata"
"Peplonia macrophylla"
"Ditassa grandiflora"
"Passiflora cacao"
"Solanum leontopodium"
"Myrcianthes fragrans"
"Myrcia cordiformis"
"Aechmea viridipetala"
"Quesnelia alborosea"
"Vriesea longisepala"
"Neoregelia viridovinosa"
"Quesnelia tubifolia"
"Barbacenia rogieri"
"Anthurium ribeiroi"
"Anthurium riodocense"
"Anthurium siqueirae"
"Anthurium zeneidae"
"Bertolonia alternifolia"
"Bertolonia bullata"
"Pouteria ciliata"
"Pouteria confusa"
"Pouteria nordestinensis"
"Pouteria velutinicarpa"
"Tradescantia decora"
"Tradescantia mundula"
"Tradescantia tenella"
"Symplocos minima"
"Baccharis napaea"
"Vernonanthura puberula"
"Mezilaurus revolutifolia"
"Mezilaurus glabriantha"
"Sida parva"
"Sida cavernicola"
"Sida cabraliana"
"Sida japiana"
"Epilobium hirtigerum"
"Podocoma spegazzinii"
"Miconia ruschiana"
"Ipomoea sulina"
"Ceratosanthes palmata"
"Gymnospora violoides"
"Gymnospora blanchetii"
"Chevreulia revoluta"
"Solanum neei"
"Paspalum rawitscheri"
"Paspalum repandum"
"Ficus ernanii"
"Guzmania monostachia"
"Kerianthera longiflora"
"Muhlenbergia bryophila"
"Muhlenbergia cenchroides"
"Rhipsalis shaferi"
"Rhipsalis hileiabaiana"
"Rhipsalis triangularis"
"Psychotria alto"
"Tillandsia ixioides"
"Coleocephalocereus diersianus"
"Coleocephalocereus decumbens"
"Duroia valesca"
"Manettia rojasiana"
"Cyclospermum leptophyllum"
"Vriesea microrachis"
"Stephanopodium gracile"
"Leandra magnipetala"
"Borreria orientalis"
"Borreria krapocarmeniana"
"Solanum orbignianum"
"Solanum paucidens"
"Ixora cabraliensis"
"Ixora emygdioi"
"Ixora grazielae"
"Ixora pilosostyla"
"Cardamine chenopodiifolia"
"Rorippa bonariensis"
"Rorippa clandestina"
"Rorippa hilariana"
"Lippia stachyoides"
"Dyckia walteriana"
"Mouriri morleyii"
"Oxandra unibracteata"
"Heteropterys brunnea"
"Cybianthus membranaceus"
"Axonopus graniticola"
"Macroscepis hatschbachii"
"Sphinctanthus fluvii"
"Aechmea altocaririensis"
"Cryptanthus brevifolius"
"Cryptanthus venecianus"
"Nidularium rolfianum"
"Philodendron rhodospermum"
"Senegalia paganuccii"
"Mucuna analuciana"
"Encyclia fimbriata"
"Herpetacanthus angustatus"
"Herpetacanthus chalarostachyus"
"Herpetacanthus delicatus"
"Herpetacanthus longipetiolatus"
"Herpetacanthus magnobracteolatus"
"Herpetacanthus parvispica"
"Herpetacanthus pauciflorus"
"Herpetacanthus strongyloides"
"Paullinia unifoliolata"
"Alatococcus siqueirae"
"Ocotea grandifructa"
"Beilschmiedia vestita"
"Matayba obovata"
"Schizocalyx cuspidatus"
"Malanea revolutifolia"
"Lacandonia brasiliana"
"Eugenia pipensis"
"Merianthera bullata"
"Merianthera parvifolia"
"Merianthera verrucosa"
"Cordia glabrifolia"
"Cordia restingae"
"Cenchrus polystachios"
"Cenchrus nervosus"
"Guarea pendula"
"Cambajuva ulei"
"Parianella lanceolata"
"Parianella carvalhoi"
"Ichnanthus adpressus"
"Trichanthecium parvifolium"
"Trichanthecium polycomum"
"Trichanthecium schwackeanum"
"Trichanthecium wettsteinii"
"Trichanthecium nervosum"
"Trichanthecium distichophyllum"
"Trichanthecium cyanescens"
"Aechmea ituberaensis"
"Aechmea pendulispica"
"Cryptanthus ilhanus"
"Cryptanthus rigidifolius"
"Cryptanthus tabuleiricola"
"Cryptanthus viridipetalus"
"Neoregelia desenganensis"
"Neoregelia insulana"
"Neoregelia watersiana"
"Polygala appendiculata"
"Manihot breviloba"
"Myrcia thomasii"
"Senecio bonariensis"
"Bothriochloa torreyana"
"Miconia caiuia"
"Miconia atlantica"
"Muscarella aristata"
"Triphora uniflora"
"Solanum anisocladum"
"Solanum caelicolum"
"Plinia delicata"
"Eugenia umbellata"
"Eugenia barrana"
"Eugenia culicina"
"Eugenia lacistema"
"Eugenia viscacea"
"Alcantarea galactea"
"Myrcia basicordata"
"Alcantarea acuminatifolia"
"Myrcia monoclada"
"Alcantarea occulta"
"Myrciaria evanida"
"Aechmea subintegerrima"
"Capparicordis tweediana"
"Epidendrum pessoae"
"Baccharis floccosa"
"Syagrus santosii"
"Butia witeckii"
"Clistax bahiensis"
"Peperomia diamantinensis"
"Eugenia regia"
"Eugenia espinhacensis"
"Leandra cristata"
"Leandra fontanae"
"Leandra gynoverrucosa"
"Symplocos inopinata"
"Symplocos kleinii"
"Symplocos occulta"
"Mimosa eurystegia"
"Spigelia genuflexa"
"Lecythis ibiriba"
"Recordia reitzii"
"Erythroxylum umbrosum"
"Spigelia paraguariensis"
"Morronea trichidiachnis"
"Sporobolus aeneus"
"Dyckia strehliana"
"Convolvulus ensifolius"
"Ipomoea mirabilis"
"Calystegia brummittii"
"Pleiochiton amorimii"
"Jarava plumosa"
"Polygala sellowiana"
"Codonanthopsis uleana"
"Aulonemia cincta"
"Aulonemia soderstromii"
"Aulonemia prolifera"
"Aulonemia setosa"
"Scleria rubrostriata"
"Scleria gaertneri"
"Sauvagesia lagevianae"
"Brasiliocroton muricatus"
"Trimezia campanula"
"Sisyrinchium flabellatum"
"Macrocarpaea atlantica"
"Macrocarpaea dolichophylla"
"Macrocarpaea inesiae"
"Macrocarpaea orbiculata"
"Dyckia nigrospinulata"
"Machaerium androvillosum"
"Machaerium aureum"
"Machaerium robsonnianum"
"Hohenbergia halutheriana"
"Baccharis magnifica"
"Festuca fimbriata"
"Hohenbergia viridorubra"
"Eleocharis emarginata"
"Eragrostis secundiflora"
"Eragrostis rufescens"
"Paepalanthus kleinii"
"Jobinia fontellana"
"Jobinia latipes"
"Comanthera brunnea"
"Actinocephalus delicatus"
"Actinocephalus giuliettiae"
"Paepalanthus hirtellus"
"Paepalanthus aleurophyllus"
"Schizachyrium lactiflorum"
"Eugenia amorimii"
"Eugenia sobraliana"
"Janusia diminuta"
"Eleocharis pseudobulbosa"
"Mollinedia sphaerantha"
"Pseudoplantago friesii"
"Moldenhawera intermedia"
"Acicarpha bonariensis"
"Senegalia hoehnei"
"Swartzia arenophila"
"Swartzia submontana"
"Swartzia thomasii"
"Specklinia integripetala"
"Specklinia ianthina"
"Passiflora rupestris"
"Anthurium angustifolium"
"Erythroxylum ectinocalyx"
"Casearia souzae"
"Moquiniastrum argyreum"
"Moquiniastrum polymorphum"
"Byrsonima vernicosa"
"Solanum bradei"
"Solanum friburgense"
"Solanum kriegeri"
"Aristolochia assisii"
"Aristolochia subglobosa"
"Merostachys tatianae"
"Plantago rahniana"
"Oxalis monochasiata"
"Orthosia henriqueana"
"Orthosia selloana"
"Araujia brachystephana"
"Kuhlmanniodendron macrocarpum"
"Andropogon catarinensis"
"Vriesea saltensis"
"Vriesea sanctaparecidae"
"Vriesea carmeniae"
"Vriesea zildae"
"Epidendrum sanchezii"
"Monsanima tinguaensis"
"Oxypetalum boudeti"
"Ruehssia macrophylla"
"Peperomia hispidula"
"Peperomia claussenii"
"Besleria grandifolia"
"Myrcia landimiana"
"Myrcia ovina"
"Myrcia spathulifolia"
"Eugenia tephrogyna"
"Sloanea hatschbachii"
"Sloanea fasciculata"
"Mikania amorimii"
"Peperomia crystallina"
"Stigmaphyllon lanceolatum"
"Spigelia rojasiana"
"Gomphrena riparia"
"Pappophorum subbulbosum"
"Philodendron meridionale"
"Miconia nordestina"
"Catasetum joaquinianum"
"Cantinoa althaeifolia"
"Cantinoa dubia"
"Cantinoa heterodon"
"Cantinoa macrotera"
"Cantinoa muricata"
"Cantinoa mutabilis"
"Cantinoa plectranthoides"
"Cantinoa propinqua"
"Cantinoa racemulosa"
"Cantinoa stricta"
"Condea elegans"
"Condea fastigiata"
"Condea floribunda"
"Condea thyrsiflora"
"Condea undulata"
"Cyanocephalus apertiflorus"
"Cyanocephalus lippioides"
"Eplingiella fruticosa"
"Mesosphaerum sidifolium"
"Oocephalus oppositiflorus"
"Muhlenbergia pereilema"
"Muhlenbergia beyrichiana"
"Bipinnula penicillata"
"Bipinnula gibertii"
"Cantinoa americana"
"Eustachys petraea"
"Eustachys uliginosa"
"Cynodon mucronatus"
"Senecio arctiifolius"
"Senecio grandis"
"Mikania pteropoda"
"Physeterostemon gomesii"
"Calamagrostis alba"
"Galium vile"
"Allophylus exappendiculatus"
"Astraea jatropha"
"Hyptis comaroides"
"Hyptis radicans"
"Hyptis meridionalis"
"Hyptis campestris"
"Eremitis afimbriata"
"Eremitis magnifica"
"Diplachne fusca"
"Adenostemma verbesina"
"Capparidastrum humile"
"Schnella angulosa"
"Schnella carvalhoi"
"Schnella flexuosa"
"Schnella grazielae"
"Schnella maximiliani"
"Schnella microstachya"
"Schnella outimouta"
"Schnella smilacina"
"Eleocharis riograndensis"
"Pavonia salmonea"
"Sinningia ramboi"
"Leandra reptans"
"Davilla tintinnabulata"
"Aspidogyne debilis"
"Senegalia irwinii"
"Senegalia harleyi"
"Senegalia hatschbachii"
"Baccharis nebularis"
"Cyperus shepherdii"
"Astraea macroura"
"Poecilanthe fluminensis"
"Ormosia altimontana"
"Muellera campestris"
"Muellera filipes"
"Piptocarpha reitziana"
"Tillandsia chasmophyta"
"Tillandsia witeckii"
"Myriopus paniculatus"
"Myriopus rubicundus"
"Myriopus salzmannii"
"Myriopus volubilis"
"Schaueria capitata"
"Dorstenia triseriata"
"Eleocharis endounifascis"
"Callianthe amoena"
"Rugoloa hylaeica"
"Rugoloa pilosa"
"Rugoloa polygonata"
"Pleroma oleifolium"
"Pouteria gallifructa"
"Pouteria glauca"
"Callianthe bedfordiana"
"Callianthe montana"
"Callianthe latipetala"
"Ephedranthus dimerus"
"Callianthe fluviatilis"
"Callianthe elegans"
"Callianthe inaequalis"
"Callianthe longifolia"
"Callianthe macrantha"
"Callianthe mourei"
"Callianthe muelleri"
"Callianthe regnelli"
"Callianthe rufinerva"
"Callianthe rufivela"
"Callianthe schenckii"
"Callianthe sellowiana"
"Callianthe senilis"
"Callianthe striata"
"Callianthe pickelii"
"Callianthe darwinii"
"Callianthe glaziovii"
"Callianthe scabrida"
"Calyculogygas serrana"
"Syngonanthus syngonanthoides"
"Lippia tegulifera"
"Heteropterys microcarpa"
"Aphanes parodii"
"Ormosia lewisii"
"Epidendrum ×purpureum"
"Aloysia cordata"
"Epidendrum hassleri"
"Isabelia ×pabstii"
"Butia exilata"
"Sinningia vacariensis"
"Baccharis aracatubensis"
"Echinodorus reptilis"
"Urtica circularis"
"Cuphea hirsutissima"
"Cuphea paranensis"
"Lythrum maritimum"
"Serjania pyramidata"
"Nothoscordum bivalve"
"Nothoscordum gibbatum"
"Pabstiella fusca"
"Cenchrus longispinus"
"Osvaldoa valida"
"Polygala densiracemosa"
"Eriotheca saxicola"
"Dorstenia acangatara"
"Aloysia gratissima"
"Acicarpha procumbens"
"Muellera longiunguiculata"
"Abutilon terminale"
"Melicoccus oliviformis"
"Bulbostylis communis"
"Rhynchospora albobracteata"
"Rhynchospora gollmeri"
"Parapiptadenia excelsa"
"Syngonanthus restingensis"
"Dahlstedtia lewisiana"
"Dahlstedtia bahiana"
"Dahlstedtia floribunda"
"Dahlstedtia glaziovii"
"Dahlstedtia grandiflora"
"Dahlstedtia muehlbergiana"
"Dahlstedtia peckoltii"
"Acianthera atropurpurea"
"Acianthera crepiniana"
"Acianthera hatschbachii"
"Thismia prataensis"
"Acianthera mantiquyrana"
"Passiflora vesicaria"
"Mimosa obstrigosa"
"Mimosa uraguensis"
"Sisyrinchium dasyspathum"
"Pachira endecaphylla"
"Phoradendron burkartii"
"Alophia drummondii"
"Dioscorea pedalis"
"Dioscorea sphaeroidea"
"Chusquea clemirae"
"Chusquea ciliatifolia"
"Chusquea mirabilis"
"Lonchocarpus violaceus"
"Eriotheca bahiensis"
"Eriotheca longipes"
"Sisyrinchium foliosum"
"Syagrus ×andrequiceana"
"Syagrus ×serroana"
"Syagrus ×lacerdamourae"
"Syagrus ×camposportoana"
"Sisyrinchium oxyspathum"
"Sisyrinchium platycaule"
"Cypella altouruguaya"
"Cypella amplimaculata"
"Cryptanthus walkerianus"
"Aechmea gregaria"
"Aechmea timida"
"Cortaderia vaginata"
"Ichnanthus longhi"
"Ouratea cauliflora"
"Acianthera echinosa"
"Acianthera klingelfusii"
"Anathallis klingelfusii"
"Anathallis seidelii"
"Leptospron adenanthum"
"Neomarica floscella"
"Waltheria indica"
"Pleroma marinanum"
"Pleroma penduliflorum"
"Sisyrinchium marchioides"
"Pleroma caissarum"
"Spermacoce rubescens"
"Vanilla verrucosa"
"Spermacoce confusa"
"Alcantarea lanceopetala"
"Alcantarea nana"
"Acianthera marquesii"
"Anathallis ova"
"Pabstiella brasilica"
"Stelis capijumensis"
"Stelis freyi"
"Stelis kautskyi"
"Stelis sessilis"
"Hibiscus itirapinensis"
"Condylostylis candida"
"Ancistrotropis peduncularis"
"Ancistrotropis robusta"
"Ancistrotropis serrana"
"Cochliasanthus caracalla"
"Helicotropis linearis"
"Ocotea marumbiensis"
"Sigmoidotropis speciosa"
"Pabstiella fragae"
"Pabstiella rupicola"
"Pabstiella lobiglossa"
"Pabstiella wawraeana"
"Pabstiella brachystele"
"Pabstiella biriricensis"
"Specklinia aurantiaca"
"Pabstiella rhombilabia"
"Pabstiella intraptila"
"Pabstiella dasilvae"
"Pabstiella teschiana"
"Pabstiella conceicionensis"
"Sansonia vanderbergii"
"Sansonia bradei"
"Habenaria kleinii"
"Habenaria australis"
"Habenaria sobraliana"
"Passiflora igrapiunensis"
"Passiflora timböensis"
"Cyclanthera carthagenensis"
"Critonia megaphylla"
"Tagetes osteni"
"Aspidogyne juruenensis"
"Aspidogyne rosea"
"Eriochloa montevidensis"
"Rodriguezia xkayasimae"
"Digitaria sellowii"
"Bromelia amplifolia"
"Vriesea lilliputiana"
"Vriesea tubipetala"
"Maranta cristata"
"Mascagnia australis"
"Monotagma grallatum"
"Cestrum subumbellatum"
"Goeppertia effusa"
"Goeppertia dorothyae"
"Syagrus ×tostana"
"Goeppertia ackermannii"
"Goeppertia aemula"
"Octomeria sulfurea"
"Cordia blanchetii"
"Goeppertia annae"
"Octomeria hexalobata"
"Octomeria sansoniana"
"Goeppertia arrabidae"
"Octomeria lilliputana"
"Octomeria corrigiosa"
"Octomeria tweediei"
"Octomeria andreana"
"Martinella insignis"
"Erythroxylum subsessile"
"Erythroxylum substriatum"
"Dichaea elianae"
"Dioscorea trifurcata"
"Dioscorea cienegensis"
"Utricularia cutleri"
"Piresia palmula"
"Keraunea capixaba"
"Helosis brasiliensis"
"Octomeria ouropretana"
"Gurania dumortieri"
"Nierembergia rivularis"
"Goeppertia applicata"
"Goeppertia bachemiana"
"Goeppertia brasiliensis"
"Goeppertia brevipes"
"Goeppertia burle"
"Begonia obdeltata"
"Plantago bradei"
"Elleanthus hymenophorus"
"Ditassa megapotamica"
"Kaunia rufescens"
